計畫名稱,class,關鍵詞,NER
產業人才海外網絡鏈結暨延攬計畫(4/4),8,"['臺商', '意願', '社團', '供需端', '供需', '僑外生']","['臺商', '臺灣', '臺', '臺', '臺灣', 'Contact Taiwan']"
地價查估技術精進與實價登錄資料應用發展計畫(4/5),8,"['實價', '交易']",['財政部']
智能稅務服務計畫(2/4),8,"['賦稅', '主機', '稅目']",[]
營造亞太產業供應鏈夥伴關係新局計畫(4/4),8,['智庫'],"['新南向政策綱領', '印尼', '越南', '亞太', '印度', '馬來西亞', '臺灣', '泰國', '臺灣', '菲律賓', '臺灣']"
亞洲生產力組織執行計畫(3/4),8,['會員國'],"['綠耕隊', '亞洲', '亞洲生產力組織', '亞洲生產力組織', '亞洲生產力組織智慧製造卓越中心', '亞洲', '亞洲生產力組織綠色卓越中心']"
技術服務業發展計畫2.0(1/4),8,"['獎項', '驅動力']","['台灣', '台灣', '國家隊', '台灣']"
台日新戰略夥伴關係建構計畫(1/4),8,[],"['日', '台', '日', '政府', '日', '日本']"
潛力隱形冠軍智慧加值創新成長計畫(Hidden Champion+2.0)(2/4),8,['訂單'],"['美', '台灣', '台灣', '上銀', '台灣', '中', '台灣', '台灣', '76.98%', '桂盟', '振鋒']"
設計驅動跨域整合創新計畫(2/4),8,['獎項'],"['2018年', '台灣']"
時尚跨界整合旗艦計畫(3/4),8,"['風格', '實戰', '設計師', '品牌力', '設計力']","['台灣', '台灣', '經濟部', '2億元', '文化部', '台北', '巴黎', '台灣', '臺北', '臺北', '台灣', '台灣', '臺北', '台灣', '台灣', '紐約時裝週']"
臺灣餐飲及老店創新國際發展計畫(2/4),8,['餐飲業'],"['臺灣', '臺灣']"
服務業創新研發暨生活服務計畫(2/4),8,"['意願', '商家']",[]
優化經商環境與提升產業競爭力計畫(2/4),8,"['商工', '英語力', '總部', '英語', '大餅', '品牌力', '美學力']","['英語', '英語']"
建構零售暨服務業數據共享創新服務計畫(1/5),8,"['交易', '供需', '商情', '美食']",['雲平台']
雲世代產業數位轉型(1/4)-輔導小微型企業數位轉型及永續發展計畫,8,['小微'],[]
加速投資臺灣行動方案服務計畫(2/3),8,"['臺商', '投資']","['臺灣', '臺商', '臺', '臺商', '臺灣', '臺', '臺灣', '臺', '臺灣']"
產業人才海外網絡鏈結暨延攬計畫(1/4),8,"['意願', '社團', '供需端', '供需', '僑外生']","['臺灣', '臺灣', '臺']"
奈米國家型科技計畫-在生醫之應用與法規管理(6/6),10,"['包材', '容器具', '細胞', '毒理', '毒性', '中藥', '固體', '劑型', '粒子']",[]
台灣環境毒物健康危害之監測、評估及對策研究(2/4),10,"['塑化劑', '雲林']","['雲林', '台灣', '彰濱']"
奈米國家型科技計畫-綠色奈米科技推動計畫(6/6),10,"['微粒', '質量', '介質', '草案', '知識源', '細胞', '毒性']",['二']
新世代環境檢測發展計畫(2/4),10,"['污泥', '農藥類', '農藥', '水體', '毒性', '成因', '碳管', '電極', '富勒烯', '準確性', '粒子']","['台灣', '三', '102年度']"
噪音管制及非屬原子能游離輻射暴露評估、光污染防制管理之研究(1/1),10,"['噪音', '感受度', '反應', '低頻', '門窗', '室內外', '發射源', '電磁波', '感受', '污染源', '人體']","['250萬', '250萬', '230萬元', '200萬元']"
鹿林山背景測站技術研究及國際合作計畫(1/1),10,"['全球性', '環保署', '品保', '鹿林山', '背景', '測站', '基線', '成因', '東引']","['東沙', '東引', '美國太空總署', '美國海洋大氣總署', '95年', '鹿林山', '鹿林山背景測站', '美國環保署', '鹿林山', '鹿林山', '鹿林山']"
奈米國家型科技計畫-奈米材料及製程技術發展綱要計畫(6/6),10,"['精碳', '觸媒']",['103年度']
嘉義產業創新研發中心研發服務平台建置及推動計畫(3/4),10,"['嘉義', '食品所', '雲嘉南', '嘉南', '雲嘉']","['嘉義', '日本', '精機中心', '自行車中心', '金屬中心', '經濟部', '雲嘉南地區', '雲嘉南', '雲嘉南', '雲嘉南地區', '嘉創中心', '嘉義產業創新研發中心', '嘉義產業創新研發中心']"
奈米國家型科技計畫-奈米技術產業化推動計畫(6/6),10,"['評議會', '草案']","['2年以上', '2年以上', '2年以上']"
工廠轉型升級暨技術躍升推動計畫(1/4),10,"['台中', '彰化', '示範點']",['台中']
奈米國家型科技計畫-奈米技術計量標準計畫(6/6),10,"['粒子', '功能性']",[]
低溫物流國際化發展推動計畫(2/4),10,"['城市', '低溫物', '低溫品', '效期', '蓄冷片', '低溫物流']","['台灣', '大陸', '兩岸', '兩岸']"
奈米國家型科技計畫-奈米科技研究暨人才培育計畫(6/6),10,['奈米'],"['兩岸', '臺', '美', '一', '臺灣']"
跨領域整合型計畫綱要計畫書(科技部修改為：跨領域整合型研究計畫)(1/1),10,[],"['102年', '地球']"
能源國家型科技計畫-纖維酒精產業推廣平台及加值化生質精煉技術之研發(1/4),10,"['酒精', '建立商', '木質素', '熱能', '木質', '素氣', '熱電', '商轉廠', '生質']","['2014-2017年', '百噸']"
建構國土安全輻射監測網(3/4),10,"['共通性', '周圍', '樣品', '試樣']","['24小時', '氣象局', '台電公司', '103年度', '台灣本島', '農委會', '臺灣自來水公司', '臺北自來水事業處', '核研所', '台灣', '農委會', '財政部', '衛生署', '中研院', '台灣地區', '交通部', '103度', '清華大學', '同步輻射中心', '內政部', '衛生署食品藥物管理局']"
提升輻射安全管制技術之研究(3/4),10,"['品保', '場所', '患者', '粒子', '輻防']","['日本', '福島核災', '4年']"
奈米國家型科技計畫-奈米製程職場安全健康(6/6),10,"['奈米', '微粒', '包裝', '場所']","['800仟元', '台灣']"
台灣環境毒物健康危害之監測、評估及對策研究(3/4),10,"['塑化劑', '荷爾蒙', '石化', '粒狀物']","['台灣', '台灣']"
奈米科技政策科學化及管理體系建構計畫(1/3),10,"['包材', '化妝品', '微粒']",[]
噪音管制及非屬原子能游離輻射暴露評估、光污染防制管理之研究(1/1),10,"['噪音', '感受度', '反應', '場所', '低頻', '室內外', '機具聲', '位準', '電磁波', '發射源', '種類', '曝露量', '感受', '污染源', '人體']","['200萬', '125萬元', '300萬', '250萬元', '9613', '102年及103年']"
新世代環境檢測發展計畫(3/4),10,"['內分泌', '干擾物', '抗生素', '化妝品', '化合物', '水體', '污泥', '毒性', '放流水', '適配體', '荷爾蒙', '細胞儀', '碳管', '電極', '重金屬', '種類']",['拉曼']
長程傳輸污染物科技研究及國際監測計畫(1/2)-鹿林山及偏遠離島背景測站科技研究計畫,10,"['全球性', '鹿林山', '背景', '品保', '基線', '測站']","['鹿林山', '亞太']"
環境奈米科技知識平台維運及知識管理計畫(1/3),10,['知識源'],[]
環境奈米評析與綠色化學檢測技術研究(1/3),10,"['粒子', '毒性', '水體', '變異', '場址', '微粒', '細胞', '樣品', '細胞儀']","['拉曼', '拉曼', '拉曼']"
懸浮微粒特徵對民眾健康影響之研究(1/4),10,"['微粒', '懸浮微粒', '浮微粒', '居民', '細懸', '污染源', '毒理', '細胞', '動物']",[]
嘉義產業創新研發中心研發服務平台建置及推動計畫(4/4),10,"['嘉義', '食品所', '雲嘉南', '雲嘉', '功能性']","['自行車中心', '精機中心', '大陸', '嘉雲南地區', '雲嘉南', '日本', '嘉義產業創新研發中心', '雲嘉南', '雲嘉南地區']"
特定地區群聚產業轉型升級計畫(2/4),10,"['台中', '彰化', '示範點']",['台中']
低溫物流國際化發展推動計畫(3/4),10,[],"['兩岸', '加拿大', '大陸', '台灣', '104年度', '馬來西亞', '兩岸', '大陸']"
跨領域整合型研究計畫(1/1),10,[],"['104年', '104年']"
能源國家型科技計畫-纖維酒精產業推廣平台及加值化生質精煉技術之研發(2/5),10,"['酒精', '生質', '商轉廠', '精煉廠', '糧生質醇類', '燃料', '醇類', '糧生質', '生質醇', '木質素']",['2014-2018年']
建構國土安全輻射監測網(4/4),10,['樣品'],"['台灣地區', '104年度', '104度']"
提升輻射安全管制技術之研究(4/4),10,"['品保', '場所', '患者', '粒子', '輻防']","['日本', '1', '福島核災', '2年期']"
台灣環境毒物健康危害之監測、評估及對策研究(4/4),10,"['塑化劑', '意識', '人體', '粒狀物', '附近', '城市', '環保署', '汙染物', '毒性', '毒理']","['國健署', '104年', '環保署', '105年', '102年', '105年', '環保署', '105年', '105年', '12年', '104年', '105年', '台灣']"
懸浮微粒特徵對民眾健康影響之研究(2/4),10,"['浮微粒', '污染源']","['105年', '105年']"
環境奈米評析與綠色化學檢測技術研究(2/3),10,"['汙染物', '樣品', '水體', '放流水', '微粒', '細胞', '毒性']","['拉曼', '拉曼']"
環境奈米科技知識平台維運及知識管理計畫(2/3),10,['知識源'],[]
長程傳輸污染物科技研究及國際監測計畫(2/2)-鹿林山及偏遠離島背景測站科技研究計畫,10,"['全球性', '鹿林山', '東引', '測站', '鹿林山測站', '背景']","['東引', '南沙', '亞太', '鹿林山', '鹿林山', '東沙']"
噪音管制及非屬原子能游離輻射暴露評估、光污染防制管理之研究(1/1),10,"['噪音', '低頻', '感受度', '電磁波', '感受', '污染源']","['150萬元', '110萬元', '220萬元', '250萬元']"
新世代環境檢測發展計畫(4/4),10,"['化合物', '水體', '污泥', '樣品', '場址', '放流水', '毒性', '細胞儀', '細胞', '微粒', '碳管', '電極', '重金屬']","[' 4 年', '3年', '3年']"
發展典範科技大學計畫(4/4)-深耕特定專業技術,10,"['遠東', '化妝品']","['弘光科技大學', '國立臺北護理健康大學', '龍華科技大學', '遠東科技大學']"
雲嘉南地方產業創新與價值提升推動計畫(1/4),10,"['嘉義', '雲嘉南', '雲嘉', '功能性', '膳食', '營養膳', '微粒']","['1', '亞健康', '雲嘉', '嘉義產業創新研發中心', '嘉義產業創新研發中心', '雲嘉南地區', '嘉雲南地區']"
特定地區群聚產業轉型升級計畫(3/4),10,"['農地', '示範點', '共通性']",[]
低溫物流國際化發展推動計畫(4/4),10,"['冷鏈', '低溫品', '商物流', '城市']","['臺商', '中國大陸', '臺灣', '前幾年', '臺灣', '臺灣', '中國大陸', '臺灣', '兩岸', '102~104年度']"
財團法人國家同步輻射研究中心營運計畫(1/1),10,"['共通性', '水費']",['科技諮詢委員會']
強化輻射安全與輻射醫療品質技術之研究(1/4),10,['品保'],['美國放射物理中心']
水體環境污染感測、鑑識調查與物聯網應用研究開發計畫(1/4),10,"['監測物', '廣佈型', '質子', '反應', '質譜儀', '污染源', '樣品', '目標物', '指紋', '毒性', '變異', '細胞']","['農委會', '水利署', '自來水公司', '營建署']"
環境奈米評析與綠色化學檢測技術研究(3/3),10,"['化合物', '野外', '光譜儀', '樣品', '毒性', '水體', '粒子', '細胞', '草案', '放流水']","['拉曼', '拉曼', '前兩年', '前兩年', '拉曼', '本年度']"
廢棄物及底泥特性鑑識技術開發(1/2),10,"['質譜儀', '底泥', '化合物', '菌群', '污染源', '附近', '菌相']",[]
懸浮微粒特徵對民眾健康影響之研究(3/4),10,"['暴露量', '污染源', '歐美']","['臺灣', '歐美', '臺灣']"
細懸浮微粒碳同位素分析技術之發展與應用研究計畫(1/2),10,"['有機物', '質量', '微粒', '燃料', '污染源', '指紋', '污染區']","['2.5', 'C-13', 'C-13', 'PM2.5', 'PM2.5', '40-60%', '2']"
跨部會化學物質資訊服務平台(化學雲)應用及相關計畫(1/4),10,['毒理'],[]
環境噪音暨新興物理性公害管理計畫(1/2),10,"['場所', '噪音']",['前年度']
環境奈米科技知識平台維運及知識管理計畫(3/3),10,['知識源'],[]
雲嘉南地方產業創新與價值提升推動計畫(2/4),10,"['嘉義', '雲嘉南', '雲嘉', '功能性', '膳食', '營養膳', '微粒']","['雲嘉地區', '嘉義產業創新研發中心', '嘉雲南地區', '亞健康', '雲嘉南地區', '雲嘉南', '雲嘉南傳產設備工廠', '嘉義產業創新研發中心']"
特定地區群聚產業轉型升級計畫(4/4),10,"['群組', '示範點']",[]
產業技術標準活絡暨參與國際標準制定(1/4),10,['化學品'],[]
冷鏈物流技術整合與應用服務推動計畫(1/4),10,"['冷鏈', '低溫品', '業物流', '供應商', '包材']","['106年度', '兩岸冷鏈物流技術與服務聯盟', '兩岸', '臺灣', '兩岸']"
跨領域整合型研究計畫(1/1),10,[],['105年']
財團法人國家同步輻射研究中心發展計畫(1/1),10,"['共通性', '水費']",['科技諮詢委員會']
核設施除役與輻射防護劑量評估驗證技術研究(1/4),10,"['試樣', '輻防', '品保', '反應']",['美國放射物理中心']
強化輻射安全與輻射醫療品質技術之研究(2/4),10,['品保'],[]
安全機能性產品產業價值鏈之優化整合與加值推動(2/4),10,"['膳食', '高產值', '產量', '研醫', '毒理']","['行政院', '日', '台灣', '臺灣生物經濟產業發展方案', '美']"
細懸浮微粒碳同位素分析技術之發展與應用研究計畫(2/2),10,"['污染源', '煉油廠', '指紋', '污染區', '有機物', '質量']","['40-60%', 'PM2.5', '2.5']"
水體環境污染感測、鑑識調查與物聯網應用研究開發計畫(2/4),10,"['監測物', '廣佈型', '質子', '反應', '質譜儀', '污染源', '樣品', '目標物', '指紋', '毒性', '變異', '細胞']","['農委會', '水利署', '自來水公司', '營建署']"
廢棄物及底泥特性鑑識技術開發(2/2),10,"['場址', '樣品', '周圍', '污染源', '基質', '背景', '底泥', '菌群', '功能性']","['2/2', '106年', '2/2', '第一年', '106年度']"
懸浮微粒特徵對民眾健康影響之研究(4/4),10,"['空品區', '迴歸', '暴露量', '住家室', '室內外', '微粒', '環保署', '嘉義', '反應', '冠狀動脈', '患者']","['嘉義', '環保署', '竹苗', '2.5', '臺', '花蓮', '臺北', '花東', '宜蘭', '臺灣', '高雄', '小港']"
環境噪音暨新興物理性公害管理計畫(2/2),10,"['音量', '噪音', '場所', '住宅區', '頻譜']",['1']
冷鏈物流技術整合與應用服務推動計畫(2/4),10,"['冷鏈', '低溫品', '供應商', '效期', '冷鏈物']","['107年度', '臺灣', '臺商', '東協']"
跨領域整合型研究計畫(1/1),10,[],[]
財團法人國家同步輻射研究中心運轉維護計畫(1/1),10,"['共通性', '水費']",['科技諮詢委員會']
強化輻射安全與輻射醫療品質技術之研究(3/4),10,"['品保', '曝露品']","['13年', '107年度', '106年度']"
核設施除役與輻射防護劑量評估驗證技術研究(2/4),10,"['試樣', '輻防', '周圍', '品保', '粒子', '染色體', '變異']",[]
安全機能性產品產業價值鏈之優化整合與加值推動(3/4),10,"['膳食', '高產值', '產量', '毒性']","['4年', '台灣', '日', '行政院', '臺灣生物經濟產業發展方案', '美']"
精進臺灣環境健康-以石化工業區周邊學童環境暴露之健康影響評估著手(1/4),10,"['石化', '毒性', '居民', '污染源', '有機物', '粒狀物', '指紋', '學童', '石化區', '附近']","['桃園', '高雄石化工業區', '桃園', '高雄石化工業區']"
水體環境污染感測、鑑識調查與物聯網應用研究開發計畫(3/4),10,"['監測物', '廣佈型', '固體', '重金屬', '污染源', '樣品', '目標物', '指紋']",['世界衛生組織']
工業區污染源鑑識追溯及解析研究(1/1),10,"['目標物', '污染源', '水體', '介質', '排放源', '種類', '產物', '化合物']",[]
次世代定序方法應用於污染鑑識技術開發(1/1),10,"['底泥菌相', '重金屬', '污染源', '背景', '底泥', '河口', '底泥菌', '地點', '菌相', '可能性', '功能性', '表現']",[]
環境噪音振動與新興物理性公害研究計畫(1/1),10,"['噪音', '感受度', '人體', '陳情民眾', '污染源', '發射源', '電磁波', '區域性', '音量']",[]
應用碳與鉛同位素鑑識技術評估細懸浮微粒的污染源計畫 (1/3),10,"['污染源', '嘉義', '台南', '指紋', '成因', '區域性']","['高雄港區', '第一年', '三年', '台南', '台灣', '第三年', '高雄', '嘉義', '第二年']"
冷鏈物流技術整合與應用服務推動計畫(3/4),10,"['冷鏈', '低溫品', '城市']","['多溫共配', '108年度', '越南', '東南亞', '臺灣', '馬來西亞', '去年度']"
強化輻射安全與輻射醫療品質技術之研究(4/4),10,"['品保', '曝露品', '動物', '輻防', '動物用']",[]
輻射防護管制規範與度量技術研究(3/4),10,"['輻防', '品保', '粒子', '染色體', '變異', '反應']",[]
安全機能性產品產業價值鏈之優化整合與加值推動(4/4),10,"['膳食', '高產值', '產量', '毒性']","['日', '行政院', '美', '台灣', '臺灣生物經濟產業發展方案']"
精進臺灣環境健康-以石化工業區周邊學童環境暴露之健康影響評估著手(2/4),10,"['雲林', '石化', '居民', '有機物', '粒狀物', '指紋', '學童', '排放源', '石化區', '毒性', '毒理', '附近']","['高雄石化工業區', '雲林', '雲林', '高雄石化工業區', '高雄石化工業區', '雲林']"
化學物質安全使用資訊整合平台及科技化管理計畫(1/4),10,['化學雲'],['1']
應用碳與鉛同位素鑑識技術評估細懸浮微粒的污染源計畫(2/3),10,"['污染源', '屏東', '林園', '嘉義', '台南']","['109年', '第三年（110年', '嘉義', '台南', '屏東', '第一年', '高雄', '第二年（109年', '鋼鐵廠', '高雄港區', '林園工業區', '108年', '高雄', '高雄', '屏東', '嘉義']"
空污危害與健康防護之防制新策略(1/4),10,"['微粒', '網格']","['國民健康署', '行政院', '國家衛生研究院', '臺灣', '衛生福利部']"
環境噪音振動與新興物理性公害研究計畫(1/1),10,"['草案', '噪音', '進程', '污染源', '背景', '電磁波', '區域性']",['本年度']
水體環境污染感測、鑑識調查與物聯網應用研究開發計畫(4/4),10,"['監測物', '廣佈型', '重金屬', '污染源', '樣品', '目標物', '指紋']",['世界衛生組織']
冷鏈物流技術整合與應用服務推動計畫(4/4),10,"['冷鏈', '雲林', '嘉義', '商物流', '蓄冷片', '低溫品']","['臺商', '越南', '台灣', '雲林', '1.8億元', '臺灣', '25%', '200萬元', '3年度', '嘉義', '109年度', '東南亞', '12億元']"
新興輻射安全管制技術與法規精進研究(1/4),10,"['氡氣', '高強度']",[]
輻射防護管制規範與度量技術研究(4/4),10,"['輻防', '染色體', '變異', '反應']",[]
強化輻射災害應變與管制技術之研究(1/4),10,[],[]
精進臺灣環境健康-以石化工業區周邊學童環境暴露之健康影響評估著手(3/4),10,"['石化區', '學童', '空污', '雲林', '有機物', '粒狀物', '指紋', '居民', '污染源', '暴露量', '微粒', '石化']","['雲林', '雲林', '高雄石化區', '110年', '高雄石化區']"
綠色化學-安全替代整合性政策研究計畫(1/4),10,"['毒性', '城市']","['聯合國', '4年', '108年']"
化學物質安全使用資訊整合平台及科技化管理計畫(2/4),10,['化學雲'],"['103年', '行政院', '食品雲跨部會推動規劃']"
聲光波物理性公害鑑測及防治技術研究計畫(1/4),10,"['百葉', '進程', '污染源', '背景', '電磁波', '區域性']",['1']
空污危害與健康防護之防制新策略(2/4),10,['暴露量'],['臺灣']
環境污染鑑識及現場感測技術應用研究開發計畫(1/4),10,"['環保署', '污染源', '基質', '檢驗所', '水體']",['本署環境檢驗所與環境監測及資訊處']
應用碳與鉛同位素鑑識技術評估細懸浮微粒的污染源計畫(3/3),10,"['懸浮微粒', '浮微粒', '高細', '微粒', '成因', '污染源', '環保署', '台中', '彰化', '南投', '雲林', '屏東', '細懸', '台南', '嘉義']","['環保署', '彰化', '高屏', '2015年', '台南', '嘉義', '高雄', '台南', '高雄', '嘉義', '2020年', '嘉義', '台中', '雲林', '北台灣', '2021年', '南投', '屏東', '台南']"
工廠轉型暨群聚產業技術躍升推動計畫(1/4),10,['輔導團'],[]
溫控物流服務發展計畫(1/4),10,['溫控'],"['30℃', '亞洲']"
新興輻射安全管制技術與法規精進研究(2/4),10,"['氡氣', '高強度']",[]
接軌國際輻防技術規範與精進量測技術能力(1/4),10,"['輻防', '試樣', '品保', '檢校', '準確性', '染色體', '變異', '反應']",['第一']
應用先進航遙測技術發展空間資訊計畫(4/5),11,"['地形圖', '高程', '地形', '光達']",[]
測繪科技發展後續計畫(4/4),11,['高程'],"['中橫公路', '臺灣', '103年度', '蘇花公路', '24小時']"
重機產業發展推動計畫(1/2),11,['軌道'],"['台灣', '台灣', '兩岸']"
智慧交通基礎建設與應用計畫(2/5),11,"['車流', '交控', '幹道', '城際', '走廊', '國道', '假期', '1號']","['1號', '4年', '楊梅收費站', '1號', '高速公路局', '頭份交流道', '103年度', '1號', '103-106年']"
鐵路智慧平交道安全控制系統與偵測器研發(2/2),11,"['平交道', '演算法', '列車', '淨空', '台鐵', '票證', '匝門', '卡通']","['台鐵', '台鐵多']"
區域交通控制中心雲端化(3/4),11,"['交控', '實例', '交控協']","['1', '3']"
交通技術發展規劃研究第二期計畫(1/4),11,[],['交通部']
運輸安全風險及人因科技發展與應用(2/4),11,"['秩序', '車流', '機車', '交通安全']","['道路交通秩序與交通安全改進方案', '98年', '交通部', '行政院', '103年', '行政院', '100年', '行政院', '行政院', '友善關懷老人服務方案', '97年', '第8次全國科學技術會議', '第10', '行政院科技顧問會議', '聯合國', '災害防救白皮書', '98年', '行政院', '亞太經濟合作']"
海空運營運技術強化及效能提升科技研發(2/2),11,"['場站', '貿易', '火車頭', '海空']","['交通部', '東亞', '台灣', '交通部', '海峽', '兩岸', '交通部', '    交通部']"
交通資訊服務雲基礎建設與應用計畫(3/4),11,"['細部', '交控', '客運']","['公路總局', '1', 'CVP', '公路總局', 'GPS Probe', '高公局', '高公局', 'GVP', '約30秒1']"
自然科學研究發展(1/1),11,"['發展性', '望遠鏡']",['台灣']
台灣新世代可見光及紅外線天文學「探高」計畫(3/5),11,"['可見光', '紅外線', '天文學', '出發點', '加州', '理工', '路線圖', '口徑級', '望遠鏡']","['加州理工學院', '5年內(2011-2016', '30公尺', '第二', '加州理工學院', '加州理工學院', '五年(2017-2021', 'Caltech', '台灣']"
太空科技發展與服務計畫(1/4),11,"['太空', '酬載', '教研界']","['十號', '6年', '第二', '1-3小時', '全年', '103年', '第二', '102年', '103年度', '104年第三季', '97年至102年']"
福爾摩沙衛星七號計畫(3/4),11,"['操作型', '星系', '掩星', '保證', '定義', '端點']","['第一', '台', '第一', '美方', '台', '100%', '美', '103年', '第一', '福衛七號計畫', '第一', '第二', '福七', '美']"
福爾摩沙衛星三號後續計畫(4/4),11,"['掩星', '工程體', '航電', '太空', '星系']","['103年', '臺灣', '103年', '台灣掩星資料處理中心', '103年', '103年']"
現代化測繪科技發展計畫(1/4),11,"['地形', '控制點', '攝影', '光達']",[]
應用先進航遙測技術發展空間資訊計畫(5/5),11,"['地形圖', '高程', '地形', '光達']",[]
重機產業發展推動計畫(2/2),11,"['飛機', '軌道']","['2015年', '兩岸', '台灣']"
智慧交通基礎建設與應用計畫(3/5),11,"['車流', '交控', '幹道', '城際', '走廊']",[]
交通技術發展規劃研究第二期計畫(2/4),11,[],['交通部']
區域交通控制中心雲端化(4/4),11,"['交控', '實例', '交控協']","['1', '3']"
提升海空運規劃技術科技研發計畫(1/4),11,"['海運', '航運', '貿易']","['交通部', '104年至107年', '4年', '104年度']"
自然科學研究發展(1/1),11,"['二號', '望遠鏡']",[]
台灣新世代可見光及紅外線天文學「探高」計畫(4/5),11,"['可見光', '紅外線', '天文學', '出發點', '加州', '理工', '路線圖', '口徑級', '望遠鏡']","['加州理工學院', '5年內(2011-2016', '30公尺', '第二', '加州理工學院', '加州理工學院', '五年(2017-2021', 'Caltech', '台灣']"
太空科技發展與服務計畫(12/15)(2/5),11,"['太空', '酬載', '教研界', '天線']","['97年至103年', '103年', '104年度', '104年', '7年', '104年度', '1-3小時']"
福爾摩沙衛星七號計畫(4/4),11,"['操作型', '星系', '掩星', '太空', '保證', '飛行體']","['台灣', '台灣', '臺灣', '台灣', '台', '104年度', '任務操作控制工作會議', '104年', '台灣', '美']"
現代化測繪科技發展計畫(2/4),11,"['地形', '控制點', '精度', '管理', '光達']",['玉山']
空間測繪應用研究發展計畫(1/4),11,"['地殼', '軌道', '光達', '地形', '孔徑', '多載台', '地形圖']","['7號', '107年']"
重機產業發展推動計畫(1/4),11,['軌道'],"['臺灣', '東南亞']"
交通技術發展規劃研究第二期計畫(3/4),11,[],['交通部']
提升海空運規劃技術科技研發計畫(2/4),11,"['海運', '航運', '機場', '客運', '亞歐', '航線']","['4年', '104年至107年', '亞美', '交通部', '亞歐', '2015年', '亞洲', '亞太', '105年度']"
台灣新世代可見光及紅外線天文學「探高」計畫(5/5),11,"['可見光', '紅外線', '天文學', '出發點', '加州', '理工', '路線', '口徑級', '望遠鏡']","['Caltech', '加州理工學院', '加州理工學院可見光天文台', '30公尺', '5年內(2011-2016', '加州理工學院', '台灣', '2017-2021', '五年']"
福爾摩沙衛星七號計畫-第一組衛星及自主衛星研製(1/4),11,"['操作型', '星系', '火箭', '保證', '酬載', '飛行體', '軌道', '掩星']","['105年5月', '臺美指導委員會', '第1', '105年第1季', '臺', '3個月', '104年', '臺', '第1', '美', '美']"
太空科技發展與服務計畫(13/15)(3/5),11,"['太空', '酬載', '軌道', '機載', '影像儀', '二號', '機場', '細部', '天線']","['104年底', '第4', '105年']"
空間測繪應用研究發展計畫(2/4),11,"['地殼', '高程', '光達', '地形', '機載', '地形圖']",[]
現代化測繪科技發展計畫(3/4),11,"['地形', '高程', '控制點', '光達', '攝影']","['3', '玉山', '2']"
重型運輸產業發展推動計畫(2/4),11,"['飛機', '軌道']",['臺灣']
交通技術發展規劃研究第二期計畫(4/4),11,[],['交通部']
提升海空運規劃技術科技研發計畫(3/4),11,"['機場', '客運', '貿易', '路線', '航線', '航運', '海運']","['航港局', '104年至107年', '106年度', '交通部', '亞洲', '2016年', '臺北', '交通部']"
自然科學研究發展(1/1),11,[],"['2016', '兩岸', '行政院', '行政院', '台菲']"
臺灣新興太空產業領航計畫-微衛星發展(1/8),11,"['太空', '微衛星', '火箭', '星系']","['台灣', '2023年', '台灣', '台灣', '台灣', '2022年', '2020年', '台灣', '2024年', '台灣', '2017年起至2023年止', '2021年']"
太空科技發展與服務計畫(2/4),11,"['大氣層', '孔徑', '機載', '影像儀', '航電', '太空', '二號', '五號', '雛型體', '細部', '飛試', '教研界', '軌道']","['台', '106年度', '106年度', '挪威KSAT', '五號', '明新科大衛星地面站', '五號']"
福爾摩沙衛星七號計畫-第一組衛星及自主衛星研製(2/4),11,"['操作型', '星系', '太空', '飛試', '火箭', '保證', '軌道', '掩星']","['第1', '106年', '臺美共同指導委員會', '第1', '臺', '第1', '美', '臺美指導委員會', '105年11月', '第1', '105年', '106年第一季', 'Falcon Heavy', '第1', '美方SpaceX公司', '104年', '106年', '臺', '105年3月8日', '美', 'ESC#8)', '106年']"
提昇我國飛航安全及事故調查能量計畫(1/3),11,"['航空器', '飛安', '適撞性', '乘員生還', '乘員']","['26%', '十年']"
空間測繪應用研究發展計畫(3/4),11,"['高程', '地形', '光達', '地形圖', '基礎圖', '資測製']",[]
現代化測繪科技發展計畫(4/4),11,"['地形', '攝影', '光達']",[]
自動駕駛感知次系統攻堅計畫(1/4),11,"['車規', '駕駛車', '車廠', '產研']",['交通部']
無人機應用核心技術開發與場域實證計畫(1/3),11,['機隊'],[]
重型運輸產業發展推動計畫(3/4),11,['軌道'],['臺灣']
交通科技管理與技術發展計畫(1/4),11,[],['交通部']
提升海空運規劃技術科技研發計畫(4/4),11,"['機場', '客運', '海運', '航線']","['2017年', '太平洋', '107年度', '亞洲', '歐', '104年至107年']"
臺灣新興太空產業領航計畫-微衛星發展(2/8),11,"['太空', '微衛星', '星系', '火箭', '產研', '飛試']","['106年起至113年止', '110年', '臺灣', '臺灣', '臺灣', '112年前', '臺灣', '109年', '臺灣']"
太空科技發展與服務計畫(2/4),11,"['大氣層', '孔徑', '機載', '影像儀', '太空', '飛試', '雛型體', '教研界', '天線']","['107年度', '107年度']"
福爾摩沙衛星七號計畫-第1組衛星及自主衛星研製(3/4),11,"['星系', '軌道', '掩星', '太空', '酬載']","['45分鐘', '第1', '3小時', '第1', '60度', '第1', '第1', '106年', '第1', '107年度']"
提昇我國飛航安全及事故調查能量計畫(2/3),11,"['航空器', '飛安', '航線']","['最近十年', '美', '歐']"
空間測繪應用研究發展計畫(4/4),11,"['高程', '地形', '光達', '地形圖', '基礎圖', '資測製']",[]
